guid,make,model,deviceType,connNetwork,hasWifi,width,depth,height,weight,speedMono,printDPI,speedColor,standardinputcapacity,maximuminputcapacity,hasA3,printTechnology,copy,scan,fax,hasDuplex,powerActive,listprice
CN0925,Canon,MultiPASS F60,MFD Color,FALSE,FALSE,18,23,12.8,23.6,20,2400 x 1200,13,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,35,199.99
CN0927,Canon,PIXMA MP510,MFD Color,FALSE,FALSE,17.6,14.5,6.8,15.6,25,4800 x 1200,17,250,250,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,25,150
CN0928,Canon,PIXMA MP530,MFD Color,FALSE,FALSE,18.5,18.4,10.4,28.2,29,9600 x 2400,19,300,300,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,22,180
CN0930,Canon,PIXMA MX350,MFD Color,TRUE,TRUE,18.1,16.4,7.8,19.4,8.4,4800 x 1200,4.8,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,12,150
CN0933,Canon,PIXMA TS8020 (red),MFD Color,FALSE,TRUE,14.7,12.8,5.5,14.3,15,4800 x 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,179.99
EP0603,Epson,Expression Premium XP-6000,MFD Color,FALSE,FALSE,13.7,19.8,5.6,14.59,15,5760 x 1440,8.2,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,18,69.99
EP0604,Epson,Expression Premium XP-7100,MFD Color,TRUE,FALSE,15.4,13.3,7.5,21.61,11,5760 x 1440,8.1,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,13,113.34
EP0609,Epson,Stylus NX300,MFD Color,FALSE,FALSE,18.1,16.2,9.3,12.79,31,5760 x 1440,9,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,12,149.99
EP0615,Epson,WorkForce WF-2860,MFD Color,TRUE,TRUE,16.4,19.8,10,14,11,4800 x 1200,5.5,150,150,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,12,129.99
HP2687,Hewlett-Packard,Deskjet D4300 series,SF Color,FALSE,FALSE,17.5,18.9,5.83,7.63,30,1200 x 1200,23,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,20,199.99
HP2734,Hewlett-Packard,offije Jet Pro 8025,MFD Color,TRUE,TRUE,18.11,20.13,9.17,22.88,29,4800 x 1200,25,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,119.99
HP2735,Hewlett-Packard,offije Jet Pro 8035,MFD Color,TRUE,TRUE,18.11,20.13,9.17,22.88,20,4800 x 1200,10,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,149.99
HP2738,Hewlett-Packard,OJP 8035 MFP,MFD Color,TRUE,TRUE,18.11,20.13,9.17,22.88,29,4800 x 1200,25,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,149.99
HP2739,Hewlett-Packard,offije Jet Pro 8035 All-in-one printer,MFD Color,TRUE,TRUE,18.11,20.13,9.17,22.88,20,4800 x 1200,10,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,149.99
HP2749,Hewlett-Packard,Envy Photo 6255 All-in-one Printer,MFD Color,FALSE,TRUE,17.9,16.1,6.3,14.33,13,4800 x 1200,8,125,125,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,13.95,149.99
XE0700,Xerox,Phaser 6200/N,SF Color,TRUE,FALSE,17.3,23.2,17.5,79.37,16,2400 x 2400,16,600,600,FALSE,Laser,FALSE,FALSE,FALSE,Optional,100,199.99
EP0027,Epson,Stylus S21,SF Color,FALSE,FALSE,17.12,8.62,6.4,4.4,26,5760 x 1440,14,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,11,123.22
CN0964,Canon,PIXMA MG6821,MFD Color,FALSE,TRUE,18,14.6,5.9,14,15,4800 X 1200,9.7,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,175
CN0965,Canon,PIXMA MG6820,MFD Color,FALSE,TRUE,18,14.6,5.9,14,15,4800 X 1200,9.7,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,149
CN0966,Canon,PIXMA MG5722,MFD Color,FALSE,TRUE,18,14.6,5.9,13.8,12.6,4800 X 1200,9,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,99.99
CN0967,Canon,PIXMA MG5721,MFD Color,FALSE,TRUE,18,14.6,5.9,13.8,12.6,4800 X 1200,9,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,99.99
CN0968,Canon,PIXMA MG5720,MFD Color,FALSE,TRUE,18,14.6,5.9,13.8,12.6,4800 X 1200,9,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,99.99
CN0969,Canon,PIXMA MG6620,MFD Color,FALSE,TRUE,18,14.6,5.9,14,15,4800 X 1200,9.7,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,149.99
CN0970,Canon,PIXMA MG5620,MFD Color,FALSE,TRUE,18,14.6,5.9,13.8,12.2,4800 X 1200,8.7,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,99.99
CN0971,Canon,PIXMA MG2924,MFD Color,FALSE,TRUE,16.8,12.1,5.8,7.6,8,4800 X 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,79.99
CN0972,Canon,PIXMA MG2420,MFD Color,FALSE,FALSE,16.8,12.1,5.8,7.6,8,4800 X 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,9,69.99
CN0974,Canon,PIXMA MG4220,MFD Color,FALSE,TRUE,17.7,12,6,12.4,9.9,4800 X 1200,5.7,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,129.99
CN0975,Canon,PIXMA MX492,MFD Color,FALSE,TRUE,17.2,11.7,7.5,13.01,8.8,4800 X 1200,4.4,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,149.99
CN0976,Canon,PIXMA MX532,MFD Color,FALSE,TRUE,18.1,15.2,7.9,18.7,9.7,4800 X 1200,5.5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,149.99
CN0977,Canon,PIXMA MX472,MFD Color,FALSE,TRUE,18.1,15.2,7.9,18.4,9.7,4800 X 1200,5.5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,99.99
CN0978,Canon,PIXMA MX452,MFD Color,FALSE,TRUE,18.1,15.2,7.9,19,9.7,4800 X 1200,5.5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,99.99
CN0979,Canon,PIXMA MX512,MFD Color,TRUE,TRUE,18.1,15.2,7.9,19.3,9.7,4800 X 1200,5.5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,18,149.99
CN0980,Canon,PIXMA TS8320,MFD Color,FALSE,TRUE,12.6,14.7,5.6,14.55,15,4800 X 1200,10,200,201,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,199.99
CN0981,Canon,PIXMA TS6320,MFD Color,FALSE,TRUE,14.2,14.9,5.6,13.89,15,4800 X 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,149.99
CN0982,Canon,PIXMA TS5320 White,MFD Color,FALSE,TRUE,12.5,15.9,5.9,13.89,13,4800 X 1200,6.8,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,99.99
CN0983,Canon,PIXMA TS3320,MFD Color,FALSE,TRUE,12.5,17.2,5.8,8.6,7.7,4800 X 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,79.99
CN0985,Canon,PIXMA TS8220,MFD Color,FALSE,TRUE,14.7,12.8,5.6,14.5,15,4800 X 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,199.99
CN0986,Canon,PIXMA TS6220 White,MFD Color,FALSE,TRUE,14.7,12.5,5.5,13.5,15,4800 X 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,149.99
CN0987,Canon,PIXMA TS3120 Black,MFD Color,FALSE,TRUE,17.2,12.5,5.8,8.5,7.7,4800 X 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,79.99
CN0988,Canon,PIXMA TS3120 White,MFD Color,FALSE,TRUE,17.2,12.5,5.8,8.5,7.7,4800 X 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,79.99
CN0989,Canon,PIXMA TS5120 White,MFD Color,FALSE,TRUE,16.8,12.5,5.8,14.31,13,4800 X 1200,6.8,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,99.99
CN0992,Canon,PIXMA TR4520 Black,MFD Color,FALSE,TRUE,17.2,11.7,7.5,13,8.8,4800 X 1200,4.4,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,99.99
CN0993,Canon,PIXMA TR4520 White,MFD Color,FALSE,TRUE,17.2,11.7,7.5,13,8.8,4800 X 1200,4.4,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,99.99
CN0994,Canon,PIXMA TR7520,MFD Color,FALSE,TRUE,17.3,13.8,7.5,17.3,15,4800 X 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,179.99
HP2961,Hewlett-Packard,OfficeJet Pro 8023 All-in-One Printer,MFD Color,TRUE,TRUE,18.11,20.1,9.17,18,20,4800 X 1200,10,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,117.6
HP2962,Hewlett-Packard,"
OfficeJet Pro 8024 All-in-One Printer",MFD Color,TRUE,TRUE,18.11,20.1,9.17,18,20,4800 X 1200,10,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,129
HP2963,Hewlett-Packard,OfficeJet 8010 All-in-One Printer,MFD Color,FALSE,TRUE,18.11,20.1,9.17,18,18,1200 X 1200,10,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,159.01
HP2964,Hewlett-Packard,OfficeJet 8013 All-in-One Printer,MFD Color,FALSE,TRUE,18.11,20.1,9.17,18,18,4800 X 1200,10,225,225,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,21,132.93
HP2965,Hewlett-Packard,OfficeJet 8015 All-in-One Printer,MFD Color,FALSE,TRUE,18.11,20.1,9.17,18,18,4800 X 1200,10,225,225,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,21,119
HP2966,Hewlett-Packard,OfficeJet 8022 All-in-One Printer,MFD Color,FALSE,TRUE,18.11,20.1,9.17,18,18,4800 X 1200,10,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,119
HP2968,Hewlett-Packard,OfficeJet Pro 9014 All-in-One Printer,MFD Color,TRUE,TRUE,17.2,20.4,10.9,19.7,22,1200 X 1200,18,250,250,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,30,179
HP2973,Hewlett-Packard,OfficeJet 9012 All-in-One Printer,MFD Color,TRUE,TRUE,17.3,20.4,10.9,19.6,20,4800 X 1200,16,250,250,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,55,179
HP2977,Hewlett-Packard,Envy Photo 7134 All-in-One Printer Z3M48B,MFD Color,FALSE,TRUE,17.8,19.8,6.27,14.7,14,4800 X 1200,9,125,125,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,13.9,89
HP2978,Hewlett-Packard,Envy Photo 7158 All-in-One Printer K7G96A,MFD Color,FALSE,TRUE,17.8,6.34,16.1,14.3,14,4800 X 1200,9,125,125,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,13.9,99.91
HP2980,Hewlett-Packard,ENVY Photo 7858 All-in-One Printer K7S00A,MFD Color,TRUE,TRUE,17.8,19.8,7.61,16.75,15,4800 X 1200,10,125,125,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,13.9,194.99
HP2981,Hewlett-Packard,ENVY Photo 7864 All-in-One Printer K7S01A,MFD Color,TRUE,TRUE,17.8,19.8,7.61,16.75,15,4800 X 1200,10,125,125,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,13.9,199.95
CN1010,Canon,PIXMA TS9521C,MFD Color,TRUE,TRUE,18.5,14.5,7.6,21.3,15,4800 X 1200,10,200,200,TRUE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,179.99
CN1011,Canon,MAXIFY iB4020,SF Color,TRUE,TRUE,18.3,18.1,11.5,21.5,23,600 X 1200,15,500,500,FALSE,Inkjet,FALSE,FALSE,FALSE,TRUE,0,150
CN1041,Canon,PIXMA TS5320 Black,MFD Color,FALSE,TRUE,12.5,15.9,5.9,13.89,13,4800 X 1200,6.8,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,49.99
CN1042,Canon,PIXMA TS3320 Black,MFD Color,FALSE,TRUE,12.5,17.2,5.8,8.6,7.7,4800 X 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,79.99
CN1043,Canon,PIXMA TS6220 Black Wireless,MFD Color,FALSE,TRUE,14.7,12.5,5.5,13.5,15,4800 X 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,149.99
CN1044,Canon,PIXMA TR7520 Wireless,MFD Color,FALSE,TRUE,17.3,13.8,7.5,17.3,15,4800 X 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,179.99
CN1045,Canon,PIXMA TS5120 Black Wireless,MFD Color,FALSE,TRUE,16.8,12.5,5.8,14.31,13,4800 X 1200,6.8,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,99.99
HP2917,Hewlett-Packard,Color Laser MFP 178nw (4ZB96A),MFD Color,TRUE,TRUE,15.9,14.2,11.3,28.5,18,600 X 600,4,150,150,FALSE,Laser,TRUE,TRUE,FALSE,Optional,300,199.99
HP2930,Hewlett-Packard,Deskjet 1513 All-in-One Printer,MFD Color,FALSE,FALSE,13.9,18.2,7.6,11.49,7,4800 X 1200,4,50,50,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,10,35.83
HP2931,Hewlett-Packard,Deskjet Ink Advantage 1516 All-in-One Printer,MFD Color,FALSE,FALSE,13.9,18.2,7.6,11.49,7,4800 X 1200,4,50,50,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,10,71
HP2941,Hewlett-Packard,Deskjet 3512 e-All-in-One Printer,MFD Color,FALSE,TRUE,16.81,12.05,6.14,7.94,7.5,1200 x 1200,4.5,50,50,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,145.27
HP2945,Hewlett-Packard,Deskjet 3522 e-All-in-One Printer,MFD Color,FALSE,TRUE,17.32,14.37,5.7,11.02,8,4800 x 1200,7.5,80,80,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,13.38,163
HP2948,Hewlett-Packard,DeskJet 3722 All-in-One Printer,MFD Color,FALSE,TRUE,15.86,6.97,5.55,5.13,8,4800 x 1200,5.5,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,0,59
HP2949,Hewlett-Packard,DeskJet 3730 All-in-One Printer,MFD Color,FALSE,TRUE,15.86,6.97,5.55,5.13,8,4800 x 1200,5.5,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,0,188.99
HP2950,Hewlett-Packard,DeskJet 3733 All-in-One Printer,MFD Color,FALSE,TRUE,15.86,6.97,5.55,5.13,8,4800 x 1200,5.5,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,0,60.33
HP2951,Hewlett-Packard,ENVY 4505 e-All-in-One Printer,MFD Color,FALSE,TRUE,17.52,13.17,5.04,12.32,8.8,4800 x 1200,5.2,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,13.07,39.81
BR0644,Brother,MFC-J491DW,MFD Color,FALSE,TRUE,15.7,13.4,6.8,18.08,12,6000 x 1200,6,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,17,79.99
BR0645,Brother,HL-L3210CW,SF Color,FALSE,TRUE,16.1,18.1,9.9,37.92,19,2400 x 600,19,250,250,FALSE,Laser,FALSE,FALSE,FALSE,FALSE,390,199.99
LM0788,Lexmark,C3224dw,SF Color,TRUE,TRUE,16.2,15.5,9.6,35.5,24,600 x 600,24,251,251,FALSE,Laser,FALSE,FALSE,FALSE,TRUE,385,199
OK0325,Oki,C532dn Printer,SF Color,TRUE,TRUE,16.8,22.5,11,50.7,31,1200 x 1200,31,350,1410,FALSE,Laser,FALSE,FALSE,FALSE,TRUE,670,179.99
EP0618,Epson,WorkForce WF-2830,MFD Color,FALSE,TRUE,14.8,11.8,8.6,11.5,10,5760 x 1440,5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,13,79.99
EP0619,Epson,WorkForce WF-2850,MFD Color,FALSE,TRUE,14.8,11.8,8.6,11.5,10,5760 x 1440,5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,13,59
EP0625,Epson,Expression Home XP-4100 ,MFD Color,FALSE,TRUE,14.8,22.8,9.5,9.5,10,5760 x 1440,5,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,13,49.99
EP0626,Epson,Expression Home XP-434 Small-in-One All-in-One Printer,MFD Color,FALSE,TRUE,15.4,20.8,11,9,9,5760 x 1440,4.5,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,12,99.99
EP0627,Epson,Expression Home XP-5100,MFD Color,FALSE,TRUE,14.8,19.8,7.4,12.1,14,4800 x 1200,7.5,150,150,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,12,119.99
EP0628,Epson,Expression Photo XP-970 Small-in-One Printer,MFD Color,TRUE,TRUE,18.9,26.3,11.6,19.4,8.5,5760 x 1440,8,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,20,199.99
EP0629,Epson,Expression Home XP-4105,MFD Color,FALSE,TRUE,14.8,22.8,9.5,9.5,10,5760 x 1440,5,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,13,49
CN1062,Canon,PIXMA TS202,SF Color,FALSE,FALSE,16.8,8.5,4.9,6.4,7.7,4800 X 1200,4,60,60,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,49.99
CN1063,Canon,Pixma MG5520,MFD Color,FALSE,TRUE,18,14.6,5.9,14,12.2,4800 X 1200,8.7,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,149.99
HP3016,Hewlett-Packard,OfficeJet 5260 All-in-One Printer,MFD Color,FALSE,TRUE,17.52,14.45,7.52,14.44,10,4800 x 1200,7,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,3.75,169.99
HP2758,Hewlett-Packard,DeskJet 3750 All-in-One Printer,MFD Color,FALSE,TRUE,15.8,6.96,5.55,5.13,8,4800 x 1200,5.5,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,2.2,61.12
HP2759,Hewlett-Packard,DeskJet 3752 All-in-One Printer,MFD Color,FALSE,TRUE,15.9,7,5.6,5.14,8,4800 x 1200,5.5,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,2.2,120
HP2760,Hewlett-Packard,DeskJet 3758 All-in-One Printer,MFD Color,FALSE,TRUE,15.86,6.97,5.55,5.13,8,4800 x 1200,5.5,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,2.2,79.99
HP2761,Hewlett-Packard,DeskJet 3760 All-in-One Printer,MFD Color,FALSE,TRUE,15.8,6.96,5.55,5.13,8,4800 x 1200,5.5,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,2.2,59.31
HP2763,Hewlett-Packard,DeskJet 3764 All-in-One Printer,MFD Color,FALSE,TRUE,15.8,17.7,10.39,5.13,8,4800 x 1200,5.5,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,2.2,73.49
HP2772,Hewlett-Packard,DeskJet 3632 All-in-One Printer,MFD Color,FALSE,TRUE,17.3,22.8,10,9.25,8.5,600 x 300,6,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,10,59
HP2804,Hewlett-Packard,AMP 100 Printer,SF Color,FALSE,TRUE,15.9,7,5.7,5.73,18.5,4800 x 1200,5.5,60,60,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,73.49
HP2805,Hewlett-Packard,AMP 130 Printer,SF Color,FALSE,TRUE,15.9,6.69,5.7,5.73,18.5,4800 x 1200,5.5,60,60,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,63.23
AO0001,Apollo,P1200,SF Color,FALSE,FALSE,15,7.2,8,0,3.5,600 x 300,1.5,50,50,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,12,79
CN0991,Canon,PIXMA TS6020,MFD Color,FALSE,TRUE,14.7,12.5,5.5,13.6,15,1200 x 2400,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,13,150
SG0460,Samsung,SCX 1000,MFD Color,TRUE,FALSE,14.5,10.2,17.5,0,7,1200 x 1200,4.5,150,150,FALSE,Inkjet,FALSE,TRUE,FALSE,FALSE,0,150
BR0324,Brother,HL-3170CDW,SF Color,TRUE,TRUE,16.14,18.31,9.45,39.9,23,2400 x 600,23,250,250,FALSE,Laser,FALSE,FALSE,FALSE,TRUE,380,199
CN0911,Canon,BJC2110,SF Color,TRUE,FALSE,14.6,6.5,7.5,5.29,5,720 x 360,2,50,50,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,18,79
CN0912,Canon,BJC240,SF Color,FALSE,FALSE,14.2,8.5,6.8,5.51,4,720 x 360,0.11,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,189
CN0507,Canon,BJC-210,SF Color,TRUE,FALSE,13.8,7.1,8.3,5.3,3,720 x 360,2,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,18,173.44
CN0510,Canon,S200,SF Color,FALSE,FALSE,15.4,7.5,6.4,5.29,5,2880 x 720,3,50,50,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,18,79
CQ0004,Compaq,IJ600,SF Color,TRUE,FALSE,17.6,8.3,6.7,5.29,7.5,1200 x 1200,3.5,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,12,139.99
EP0285,Epson,Stylus Color 400,SF Color,TRUE,FALSE,16.9,9.1,6.1,11.46,4,720 x 720,3,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,15,159
EP0007,Epson,Stylus C40UX,SF Color,FALSE,FALSE,16.7,9,6.8,6.17,8,1440 x 720,3.9,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,16,134.99
EP0031,Epson,Stylus Color 660,SF Color,TRUE,FALSE,16.9,9.1,6.1,11.46,5,1440 x 720,3.5,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,15,76.3
EP0042,Epson,Stylus Color 670,SF Color,TRUE,FALSE,16.9,10.3,6.6,11.68,5,1440 x 720,3.5,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,15,81.6
LM0661,Lexmark,Z11,SF Color,TRUE,FALSE,14.7,8.4,6.1,3.97,4,1200 x 1200,2.5,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,8,99
LM0672,Lexmark,Z32,SF Color,TRUE,FALSE,17.6,8.3,6.7,5.51,7,1200 x 1200,3,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,21.8,70
LM0686,Lexmark,3200,SF Color,TRUE,FALSE,18.3,11,8.2,7.28,6,1200 x 1200,2.5,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,25,152.52
LM0733,Lexmark,1100 Color Jetprinter,SF Color,FALSE,FALSE,14.2,6.3,5.9,4.41,3.5,600 x 600,1.5,30,30,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,12,79.95
LM0739,Lexmark,Z12,SF Color,TRUE,FALSE,14.7,8.4,4.8,3.97,6,1200 x 1200,3,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,19,70
HP2390,Hewlett-Packard,A10 Printing Mailbox,SF Color,TRUE,FALSE,0,0,0,0,10,600 x 600,10,50,50,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,49
LM0669,Lexmark,Z816,SF Color,FALSE,FALSE,17.3,9.1,6,0,22,4800 x 1200,15,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,100
LM0673,Lexmark,Z35,SF Color,TRUE,FALSE,17.5,8.1,5.1,0,11,2400 x 1200,6,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,149.99
LM0676,Lexmark,Z45,SF Color,TRUE,FALSE,17.5,9.6,7.3,0,15,2400 x 1200,9,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,90
CN1322,Canon,PIXMA TS3320 (red),MFD Color,FALSE,TRUE,12.5,17.2,5.8,8.6,7.7,4800 X 1200,4,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,79.99
EP0676,Epson,EcoTank ET-2720 (white),MFD Color,FALSE,TRUE,14.8,22.8,10,13.2,10.5,5760 x 1440,5,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,13,199
BR0676,Brother,MFC-J805DW,MFD Color,FALSE,TRUE,17.1,13.4,7.7,19.8,12,6000 x 1200,6,150,150,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,19,159.99
HP3099,Hewlett-Packard,DeskJet 2636 (atlantic blue),MFD Color,FALSE,TRUE,16.73,21.56,9.79,7.55,7.5,4800 X 600,5.5,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,0,30
HP3100,Hewlett-Packard,ENVY 5012,MFD Color,FALSE,TRUE,17.53,22.22,5.04,11.93,10,4800 x 1200,7,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,14,129.99
HP3101,Hewlett-Packard,HP OfficeJet Pro 8030 ,MFD Color,TRUE,TRUE,18.11,20.13,9.17,18.04,20,4800 x 1200,10,225,225,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,21,59.99
HP3102,Hewlett-Packard,DeskJet 2680 (white),MFD Color,FALSE,TRUE,16.73,21.56,9.79,7.55,7.5,1200 x 1200,5.5,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,0,66.98
HP3103,Hewlett-Packard,ENVY 5014,MFD Color,FALSE,TRUE,17.5,14.4,5,11.93,20,4800 x 1200,17,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,14,159.89
HP3104,Hewlett-Packard,Tango Terra,MFD Color,FALSE,TRUE,14.8,20.6,10.4,6.79,11,4800 x 1200,8,50,50,FALSE,Inkjet,TRUE,TRUE,FALSE,Optional,0,129
CN1307,Canon,PIXMA TS5320 (pink),MFD Color,FALSE,TRUE,12.5,15.9,5.9,13.89,13,4800 X 1200,6.8,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,99.99
CN1308,Canon,PIXMA TS5320 (green),MFD Color,FALSE,TRUE,12.5,15.9,5.9,13.89,13,4800 X 1200,6.8,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,99.99
CN1309,Canon,PIXMA TS6320 (navy),MFD Color,FALSE,TRUE,14.2,14.9,5.6,13.89,15,4800 X 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,129.99
